customer_id,timestamp,activity_type,data_volume_mb,duration_seconds,age,gender,location,signup_date,contract_type,service_plan,monthly_charges,total_charges,payment_method,churn,page_visited,visit_timestamp,time_on_page_seconds,browser,bill_date,amount_due,payment_status,data_usage_gb,call_minutes,sms_count,promo_applied
C0804,2025-06-03 10:24:34.603666+00:00,Video_Stream,0.0,0.0,69,Male,Chicago,2024-03-05 00:00:00+00:00,Monthly,Basic,95.23,1354.39,Mail,1,,,,,2024-09-24 00:00:00+00:00,196.19,Paid,75.49,405.0,126.0,False
C0459,2025-06-02 17:28:34.603712+00:00,Video_Stream,25.0,0.0,32,Male,Houston,2023-01-06 00:00:00+00:00,Monthly,Premium,81.18,4165.41,Credit Card,0,,,,,2025-03-09 00:00:00+00:00,119.91,Due,44.56,385.0,3.0,False
C0682,2025-06-03 02:50:34.603744+00:00,Video_Stream,65.0,432.0,32,Female,Miami,2023-11-28 00:00:00+00:00,Annual,Standard,65.56,4051.74,E-Wallet,1,,,,,2024-10-18 00:00:00+00:00,131.01,Overdue,71.39,194.0,157.0,False
C0245,2025-06-03 16:11:34.603864+00:00,Call,90.0,394.0,59,Female,Chicago,2024-10-13 00:00:00+00:00,Monthly,Basic,94.38,1026.79,E-Wallet,0,,,,,2024-12-03 00:00:00+00:00,116.97,Paid,14.39,397.0,20.0,True
C0082,2025-06-02 19:51:34.603873+00:00,Data_Usage,0.0,556.0,36,Other,New York,2024-02-08 00:00:00+00:00,Two Year,Premium,137.5,4839.04,Mail,1,,,,,2024-12-05 00:00:00+00:00,158.58,Paid,84.61,80.0,117.0,True
C0328,2025-06-03 04:22:34.603918+00:00,Data_Usage,74.0,0.0,46,Other,Miami,2025-03-21 00:00:00+00:00,Two Year,Premium,148.22,2312.05,Mail,1,,,,,2024-09-22 00:00:00+00:00,53.21,Due,19.64,58.0,56.0,True
C0549,2025-06-03 02:03:34.603970+00:00,Video_Stream,75.0,0.0,42,Female,Chicago,2024-06-06 00:00:00+00:00,Monthly,Basic,107.43,1423.33,Mail,0,,,,,2025-03-18 00:00:00+00:00,180.47,Overdue,10.06,418.0,102.0,False
C0478,2025-06-03 12:31:34.603988+00:00,Sms_Sent,52.0,0.0,67,Other,Los Angeles,2023-01-24 00:00:00+00:00,Annual,Premium,21.35,3077.64,Mail,1,,,,,2024-09-22 00:00:00+00:00,100.05,Due,38.34,299.0,92.0,True
C0764,2025-06-03 11:19:34.604024+00:00,Video_Stream,80.0,0.0,34,Female,New York,2024-10-26 00:00:00+00:00,Monthly,Basic,96.72,1632.73,Credit Card,0,,,,,2024-07-19 00:00:00+00:00,138.48,Paid,43.56,193.0,70.0,False
C0335,2025-06-02 17:30:34.604027+00:00,Video_Stream,15.0,0.0,68,Other,Miami,2024-02-23 00:00:00+00:00,Annual,Basic,109.43,4378.48,E-Wallet,1,,,,,2024-10-03 00:00:00+00:00,84.57,Due,35.18,114.0,167.0,False
C0782,2025-06-03 05:08:34.604035+00:00,Call,0.0,584.0,59,Other,Houston,2024-03-08 00:00:00+00:00,Annual,Premium,63.11,4927.79,Mail,1,,,,,2024-10-05 00:00:00+00:00,34.97,Paid,16.89,105.0,176.0,True
C0783,2025-06-02 20:37:34.604091+00:00,Call,0.0,0.0,21,Female,Miami,2023-12-09 00:00:00+00:00,Annual,Standard,49.09,1873.52,E-Wallet,0,,,,,2025-02-13 00:00:00+00:00,166.07,Due,89.41,462.0,21.0,True
C0885,2025-06-03 11:52:34.604119+00:00,Video_Stream,0.0,0.0,26,Other,Houston,2024-11-09 00:00:00+00:00,Monthly,Standard,111.29,681.46,Credit Card,1,,,,,2025-04-09 00:00:00+00:00,94.04,Due,97.09,77.0,168.0,True
C0714,2025-06-03 14:05:34.604144+00:00,Data_Usage,38.0,0.0,39,Female,Los Angeles,2025-01-04 00:00:00+00:00,Two Year,Standard,122.75,859.13,Bank Transfer,0,,,,,2024-08-09 00:00:00+00:00,18.94,Overdue,11.83,171.0,90.0,False
C0608,2025-06-02 22:16:34.604199+00:00,Data_Usage,0.0,0.0,42,Female,Chicago,2023-05-29 00:00:00+00:00,Annual,Basic,80.43,298.15,Bank Transfer,1,,,,,2024-07-21 00:00:00+00:00,73.54,Due,94.2,251.0,190.0,True
C0888,2025-06-03 06:43:34.604245+00:00,Sms_Sent,0.0,0.0,63,Male,Miami,2024-04-12 00:00:00+00:00,Annual,Premium,73.51,2714.14,Mail,1,,,,,2025-01-18 00:00:00+00:00,130.49,Due,87.49,183.0,82.0,True
C0128,2025-06-03 07:43:34.604251+00:00,Call,23.0,547.0,68,Female,Los Angeles,2024-09-26 00:00:00+00:00,Two Year,Basic,86.03,4250.85,Bank Transfer,1,Homepage,2025-06-03 15:48:25.053562+00:00,243.0,Edge,2025-03-12 00:00:00+00:00,171.24,Overdue,87.68,126.0,107.0,False
C0944,2025-06-03 13:50:34.604257+00:00,Data_Usage,0.0,0.0,68,Male,Miami,2023-07-21 00:00:00+00:00,Annual,Premium,144.11,204.35,E-Wallet,0,,,,,2025-05-30 00:00:00+00:00,159.04,Paid,79.36,97.0,135.0,True
C0669,2025-06-03 08:05:34.604294+00:00,Data_Usage,43.0,575.0,46,Other,New York,2023-12-13 00:00:00+00:00,Annual,Basic,106.8,4018.36,E-Wallet,1,,,,,2024-11-13 00:00:00+00:00,22.15,Due,96.73,213.0,22.0,False
C0857,2025-06-02 17:05:34.604350+00:00,Sms_Sent,0.0,0.0,42,Female,Chicago,2023-02-16 00:00:00+00:00,Monthly,Standard,100.74,4792.23,E-Wallet,0,,,,,2024-11-28 00:00:00+00:00,115.67,Due,14.13,116.0,151.0,True
C0383,2025-06-02 21:35:34.604356+00:00,Sms_Sent,61.0,0.0,22,Male,Chicago,2024-05-04 00:00:00+00:00,Annual,Standard,141.87,1735.01,E-Wallet,1,,,,,2024-07-18 00:00:00+00:00,190.42,Overdue,61.53,185.0,139.0,True
C0129,2025-06-02 23:30:34.604361+00:00,App_Login,81.0,0.0,37,Female,Los Angeles,2025-02-14 00:00:00+00:00,Two Year,Standard,78.43,2488.16,Bank Transfer,1,,,,,2024-07-09 00:00:00+00:00,41.04,Paid,61.25,56.0,71.0,True
C0551,2025-06-02 20:35:34.604386+00:00,Video_Stream,95.0,0.0,24,Male,Chicago,2022-12-06 00:00:00+00:00,Two Year,Basic,118.99,4768.28,E-Wallet,1,,,,,2025-03-12 00:00:00+00:00,158.84,Paid,22.92,169.0,73.0,False
C0355,2025-06-03 02:30:34.604405+00:00,App_Login,93.0,161.0,62,Female,Los Angeles,2024-05-21 00:00:00+00:00,Two Year,Standard,95.23,3865.98,Credit Card,1,,,,,2024-06-07 00:00:00+00:00,110.11,Overdue,22.31,150.0,196.0,False
C0880,2025-06-02 23:28:34.604422+00:00,Video_Stream,0.0,0.0,44,Other,Chicago,2024-05-15 00:00:00+00:00,Monthly,Basic,20.79,653.76,Bank Transfer,1,,,,,2024-10-20 00:00:00+00:00,70.41,Due,69.12,33.0,117.0,False
C0513,2025-06-03 13:59:34.604433+00:00,Sms_Sent,0.0,0.0,49,Other,Houston,2023-12-13 00:00:00+00:00,Annual,Basic,149.11,2378.31,Bank Transfer,0,,,,,2024-10-21 00:00:00+00:00,100.73,Paid,51.97,226.0,25.0,False
C0646,2025-06-03 14:30:34.604460+00:00,Data_Usage,23.0,598.0,19,Other,New York,2024-12-13 00:00:00+00:00,Monthly,Standard,139.78,4077.54,Credit Card,0,,,,,2024-06-15 00:00:00+00:00,121.49,Due,82.82,363.0,189.0,True
C0817,2025-06-03 01:30:34.604498+00:00,Sms_Sent,31.0,0.0,20,Female,New York,2024-06-24 00:00:00+00:00,Annual,Standard,141.32,2122.23,Mail,1,,,,,2025-03-28 00:00:00+00:00,11.01,Paid,52.31,319.0,98.0,False
C0810,2025-06-02 20:09:34.604521+00:00,App_Login,0.0,0.0,44,Other,Miami,2024-04-01 00:00:00+00:00,Annual,Basic,22.12,1908.0,Bank Transfer,0,,,,,2025-04-06 00:00:00+00:00,148.19,Overdue,63.48,440.0,92.0,False
C0873,2025-06-03 08:19:34.604532+00:00,Sms_Sent,46.0,0.0,57,Male,New York,2024-02-07 00:00:00+00:00,Two Year,Basic,38.27,4139.26,Credit Card,1,,,,,2024-08-16 00:00:00+00:00,157.42,Overdue,9.77,350.0,147.0,True
C0179,2025-06-03 10:20:34.604589+00:00,Call,92.0,0.0,55,Other,Miami,2023-11-12 00:00:00+00:00,Monthly,Basic,96.9,4102.14,Credit Card,1,,,,,2025-04-22 00:00:00+00:00,109.44,Due,84.39,417.0,105.0,False
C0381,2025-06-02 16:57:34.604595+00:00,Video_Stream,55.0,0.0,41,Other,Houston,2022-10-03 00:00:00+00:00,Annual,Standard,57.51,1303.27,E-Wallet,0,,,,,2024-10-23 00:00:00+00:00,77.33,Overdue,13.7,195.0,89.0,True
C0958,2025-06-03 08:53:34.604638+00:00,App_Login,83.0,0.0,56,Female,Miami,2023-05-06 00:00:00+00:00,Two Year,Standard,84.97,3997.94,Bank Transfer,1,,,,,2025-02-23 00:00:00+00:00,51.92,Overdue,60.46,362.0,9.0,True
C0119,2025-06-02 19:14:34.604642+00:00,Video_Stream,0.0,0.0,45,Female,Los Angeles,2023-06-22 00:00:00+00:00,Monthly,Standard,38.26,1862.77,Mail,1,,,,,2025-05-15 00:00:00+00:00,184.18,Overdue,5.37,390.0,116.0,True
C0139,2025-06-03 10:17:34.604655+00:00,Video_Stream,63.0,0.0,44,Female,Miami,2024-03-25 00:00:00+00:00,Annual,Basic,61.14,457.74,Credit Card,0,,,,,2025-05-04 00:00:00+00:00,42.17,Overdue,79.59,27.0,100.0,True
C0896,2025-06-03 00:50:34.604669+00:00,Video_Stream,0.0,0.0,42,Female,Miami,2023-07-16 00:00:00+00:00,Two Year,Standard,29.13,1035.68,Mail,0,,,,,2024-07-02 00:00:00+00:00,31.33,Overdue,28.38,156.0,96.0,False
C0112,2025-06-02 21:09:34.604676+00:00,Sms_Sent,69.0,588.0,68,Other,Los Angeles,2023-08-13 00:00:00+00:00,Two Year,Standard,88.1,3063.87,Bank Transfer,1,,,,,2024-06-08 00:00:00+00:00,145.15,Overdue,19.5,376.0,178.0,True
C0619,2025-06-03 05:39:34.604699+00:00,Sms_Sent,0.0,0.0,20,Other,Los Angeles,2024-07-27 00:00:00+00:00,Monthly,Standard,82.69,1088.22,Credit Card,0,,,,,2024-10-23 00:00:00+00:00,52.71,Due,83.16,321.0,144.0,False
C0748,2025-06-03 12:36:34.604739+00:00,Call,41.0,0.0,68,Male,Chicago,2022-12-16 00:00:00+00:00,Two Year,Premium,51.39,3903.49,Bank Transfer,0,,,,,2024-12-04 00:00:00+00:00,61.45,Paid,76.25,485.0,95.0,True
C0495,2025-06-03 00:48:34.604775+00:00,Data_Usage,48.0,0.0,68,Male,Miami,2023-03-29 00:00:00+00:00,Monthly,Premium,120.54,3023.49,Bank Transfer,1,,,,,2025-03-13 00:00:00+00:00,36.32,Paid,79.32,90.0,73.0,False
